URL,Modèle,Moteur,Longueur(pieds),Catégorie,Marque,Année
https://www.snowmobile.com/specs/sites/sno/images/data/normal/2020_SkiDoo_SummitSP_600RE-TEC.jpg,2021 Ski-Doo Summit SP 600R E-TEC,2-Stroke,10.2,mountain,ski-doo,2021
https://www.snowmobile.com/specs/sites/sno/images/data/normal/2021_ArcticCat_M8000_MountainCatAlphaOne16530ATAC.jpg,2021 Arctic Cat M 8000 Mountain Cat Alpha One 165 3.0 w/ATAC,2-Stroke,11.42,mountain,arctic-cat,2021
https://www.snowmobile.com/specs/sites/sno/images/data/normal/2021_ArcticCat_M8000_MountainCatAlphaOne15430.jpg,2021 Arctic Cat M 8000 Mountain Cat Alpha One 154 3.0,2-Stroke,11,mountain,arctic-cat,2021
https://www.snowmobile.com/specs/sites/sno/images/data/normal/2021_Yamaha_MountainMax_LE154.jpg,2021 Yamaha Mountain Max LE 154,2-Stroke,10,mountain,yamaha,2021
https://www.snowmobile.com/specs/sites/sno/images/data/normal/2021_ArcticCat_M8000_HardcoreAlphaOne15430.jpg,2021 Arctic Cat M 8000 Hardcore Alpha One 154 3.0,2-Stroke,10,mountain,arctic-cat,2021
https://www.snowmobile.com/specs/sites/sno/images/data/normal/2021_Polaris_SKS_850155.jpg,2021 Polaris SKS 850 155,2-Stroke,10,mountain,polaris,2021
https://www.snowmobile.com/specs/sites/sno/images/data/normal/2021_Polaris_RMK_600144.jpg,2021 Polaris RMK  600 144,2-Stroke,10,mountain,polaris,2021
https://www.snowmobile.com/specs/sites/sno/images/data/normal/2021_ArcticCat_Blast_M4000.jpg,2021 Arctic Cat Blast M 4000 146 2.0,2-Stroke,10,mountain,arctic-cat,2021
https://www.snowmobile.com/specs/sites/sno/images/data/normal/2021_SkiDoo_Freeride154_850E-TEC.jpg,2021 Ski-Doo Freeride 165 850 E-TEC Turbo,2-Stroke,10,mountain,ski-doo,2021
https://www.snowmobile.com/specs/sites/sno/images/data/normal/2021_Polaris_PRO-RMK155_600.jpg,2021 Polaris PRO-RMK  155 600,2-Stroke,10,mountain,polaris,2021
https://www.snowmobile.com/specs/sites/sno/images/data/normal/2021_SkiDoo_SummitX_850E-TEC.jpg,2021 Ski-Doo Summit X 850 E-TEC,2-Stroke,10.46,mountain,ski-doo,2021
